,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
90229,477,508,227,146,-115,299,73,237,-33,-9,217,-216,67,-85,489,43,166,106,0,184,70,234,785,187,109,195,397,372,637,292,254,170
90230,484,533,237,142,-113,305,100,240,-33,-7,205,-212,70,-71,482,118,184,109,15,174,77,273,796,219,118,202,409,446,665,290,233,176
90231,484,604,272,169,-85,330,124,270,-29,0,247,-201,88,-63,498,277,193,112,34,203,122,364,761,221,120,215,459,293,616,276,262,157
90232,460,618,301,187,-73,334,124,281,-24,-1,247,-215,83,-73,478,333,221,65,19,185,108,377,682,189,98,202,455,93,503,167,156,118
90233,453,631,310,206,-81,334,134,308,-14,-22,250,-207,86,-90,474,359,226,105,6,163,85,341,665,165,74,158,406,22,398,50,55,55
90234,451,544,275,213,-76,329,136,309,-8,-3,246,-177,115,-60,485,372,212,141,28,162,99,376,719,188,83,150,417,173,472,98,89,97
90235,466,540,294,196,-86,299,138,299,-23,-27,233,-210,92,-80,467,321,152,105,-3,145,80,347,672,152,52,131,398,171,432,72,65,85
90236,433,572,278,186,-90,297,126,294,-22,-34,229,-248,74,-91,476,264,124,61,-19,133,71,352,638,116,8,112,380,88,324,-22,-16,29
90237,387,559,219,151,-118,293,64,258,-15,-45,213,-263,68,-97,461,231,76,45,-44,116,52,320,604,94,9,83,350,85,287,-53,-61,-12
90238,357,529,195,167,-97,229,54,245,-8,-12,236,-244,78,-84,472,265,103,77,-22,142,71,319,647,114,42,119,353,147,331,-39,-23,33
90239,333,551,173,180,-94,247,76,246,-14,-17,245,-258,66,-65,484,292,86,58,-24,144,77,331,628,100,21,136,355,104,282,-60,-9,21
90240,363,546,172,144,-105,292,90,253,-26,-29,211,-240,59,-67,474,289,44,34,-36,135,51,286,619,70,-6,104,355,86,253,-82,4,26
90241,380,524,167,113,-105,269,99,237,-21,-38,211,-227,77,-77,456,264,98,39,-47,109,30,243,635,64,-22,95,342,112,248,-100,-2,14
90242,380,517,143,91,-113,261,84,235,-20,-55,197,-249,56,-87,439,261,115,10,-74,80,20,246,616,34,-45,72,319,104,203,-120,-22,-4
90243,344,492,151,136,-119,240,82,218,-14,-43,188,-253,36,-86,453,260,102,-11,-92,88,9,261,579,-8,-77,36,293,-27,122,-186,-72,-32
90244,347,524,175,153,-115,175,96,208,-7,-39,190,-256,39,-79,435,260,54,-7,-83,63,-3,272,578,-2,-80,23,284,-31,129,-201,-81,-71
90245,351,548,208,110,-131,183,102,222,-31,-40,180,-259,24,-91,418,231,42,-4,-111,37,-10,256,546,-39,-104,4,292,-118,73,-231,-85,-75
90246,358,539,235,137,-121,229,122,260,-25,-46,198,-227,30,-86,435,243,86,26,-77,65,8,273,576,-25,-91,42,317,-107,75,-195,-41,-32
90247,368,550,254,147,-117,247,126,264,-39,-31,211,-214,51,-81,445,253,123,50,-66,91,12,288,605,8,-80,75,330,-7,114,-151,-13,-5
90248,392,598,247,156,-107,296,142,300,-28,-5,228,-183,84,-67,470,260,158,95,-16,114,41,297,653,64,-49,96,344,62,168,-93,21,23
90249,395,580,259,156,-105,311,147,311,-29,-18,238,-190,82,-72,491,265,166,105,-9,114,50,302,692,95,-16,103,347,149,227,-56,51,13
90250,411,602,285,155,-82,329,187,323,-20,-17,270,-155,106,-67,514,294,231,116,-1,152,82,333,713,138,10,138,373,213,265,-9,86,24
90251,376,617,274,171,-71,328,184,330,13,-12,310,-130,124,-67,528,300,246,168,4,145,89,327,760,157,5,150,377,224,312,8,102,37
90252,388,619,296,173,-78,332,174,330,-11,-13,332,-150,117,-89,507,303,221,170,27,124,84,317,769,167,6,136,362,248,338,25,99,12
90253,415,650,325,208,-67,353,199,364,6,5,334,-136,137,-71,503,278,199,169,22,114,90,360,738,160,0,121,360,158,309,-10,44,-11
90254,412,632,321,196,-78,329,176,348,21,-11,272,-158,158,-88,488,249,177,149,-1,95,48,255,709,143,0,120,321,84,256,-23,28,-13
90255,449,602,330,206,-62,327,149,385,29,-7,234,-118,164,-67,478,246,211,182,39,118,65,175,733,165,33,158,341,129,260,2,47,12
90256,455,568,319,186,-77,313,127,376,11,-23,220,-135,141,-86,457,240,201,146,22,110,46,166,663,126,15,134,331,-15,154,-80,1,-10
90257,468,539,289,172,-80,291,120,348,24,-23,181,-148,158,-71,435,206,184,141,21,116,27,207,671,135,29,127,310,45,236,-32,26,0
90258,426,505,246,173,-81,273,115,335,40,-18,174,-142,150,-56,430,181,191,146,26,128,26,225,713,169,37,145,315,125,305,29,107,39
90259,372,531,213,179,-87,282,89,343,34,-51,156,-166,146,-89,425,139,203,141,13,103,15,232,718,168,39,151,347,158,347,70,144,29
90260,330,544,218,188,-101,244,56,306,21,-71,127,-163,146,-104,427,115,217,144,-6,109,18,245,703,161,37,128,345,151,364,91,160,15
90261,385,537,230,185,-76,283,61,315,27,-53,153,-183,135,-89,442,168,182,136,-8,114,36,267,683,152,37,141,333,113,333,74,151,8
90262,441,544,258,201,-54,278,61,316,3,-41,153,-199,103,-93,414,135,139,107,-28,110,16,241,637,130,24,145,322,64,295,60,95,4
90263,479,562,303,208,-60,287,87,329,29,-47,169,-167,110,-80,437,143,198,123,-12,136,24,208,701,168,43,155,322,232,382,127,162,15
90264,470,581,305,197,-78,286,89,327,7,-40,172,-137,121,-85,433,154,192,143,0,135,32,190,727,187,45,133,294,300,406,162,178,12
90265,461,632,299,206,-72,290,125,313,0,-46,202,-128,116,-86,446,176,198,150,-3,144,29,212,750,208,80,157,339,382,461,178,212,-5
90266,464,657,287,200,-66,322,143,285,21,-27,247,-177,113,-65,491,247,196,156,1,165,70,229,750,201,91,195,375,328,464,183,256,-10
90267,467,677,304,203,-67,293,152,279,4,-25,256,-197,101,-91,496,283,202,134,-7,150,83,273,678,173,65,182,387,135,378,119,172,0
90268,441,644,330,186,-79,312,159,318,1,-21,242,-177,91,-89,495,290,198,126,5,138,67,236,678,174,58,177,338,135,393,133,135,-10
90269,435,645,326,210,-81,292,148,338,18,-26,234,-166,105,-85,494,280,169,107,10,146,55,254,618,163,59,174,337,17,319,100,135,-10
90270,483,664,356,234,-69,226,169,357,23,-7,246,-161,123,-72,510,292,166,113,16,152,76,252,632,211,89,213,345,-3,325,106,157,-8
90271,451,650,343,213,-84,280,181,357,3,-6,248,-186,100,-93,505,237,102,100,-9,150,67,179,632,160,46,180,313,3,308,98,146,-39
90272,394,610,335,227,-86,301,189,348,-4,-32,239,-195,94,-97,497,120,56,72,-38,138,38,168,600,107,7,117,261,-65,235,11,72,-75
90273,384,555,313,227,-105,233,167,326,1,-37,241,-252,83,-91,468,50,49,46,-48,126,14,173,578,87,-4,104,228,-62,220,-10,50,-94
90274,430,541,291,216,-93,166,129,320,28,-14,276,-317,55,-77,456,10,17,36,-42,130,-9,139,559,76,-4,87,198,-35,227,-10,39,-100
90275,419,528,288,220,-87,213,38,326,3,-28,253,-293,55,-76,430,37,16,14,-48,102,-33,141,559,63,5,72,220,-26,233,4,33,-87
90276,455,559,274,204,-92,254,35,311,0,-39,236,-280,27,-72,435,107,-10,-13,-45,107,-21,152,539,43,-13,94,257,-59,218,-20,52,-80
90277,488,578,295,205,-87,251,69,301,-3,-30,180,-284,8,-82,435,195,15,-35,-68,110,-4,131,528,50,-8,80,249,-48,231,2,65,-86
90278,490,618,311,195,-92,252,92,304,6,-41,180,-252,-3,-72,420,264,30,34,-59,109,-17,184,573,102,19,103,251,30,290,26,54,-96
90279,471,619,296,172,-103,275,137,278,-13,-40,189,-225,-36,-95,417,249,47,57,-29,111,-8,169,617,120,26,112,257,127,351,67,80,-86
90280,477,632,306,188,-80,319,166,310,-6,-32,217,-186,-24,-78,465,292,113,100,-5,147,35,170,666,164,72,153,292,192,395,141,135,-34
90281,473,648,334,194,-70,334,188,328,9,-36,199,-155,8,-65,468,297,117,107,-3,133,36,219,661,154,69,150,287,115,361,126,120,-52
90282,426,660,336,218,-63,340,194,341,-8,-11,206,-158,9,-67,466,278,128,133,-2,129,20,219,708,172,75,134,268,242,465,155,138,-70
90283,429,675,348,239,-49,334,191,327,-5,-20,212,-146,10,-78,442,265,117,136,22,139,2,188,680,164,73,120,232,167,431,122,67,-113
90284,461,640,333,217,-53,314,171,320,-2,-31,199,-161,-2,-81,445,248,100,120,11,125,0,203,628,139,67,126,242,16,383,102,92,-100
90285,504,619,333,229,-47,314,166,345,-1,-12,213,-162,0,-79,456,240,105,124,8,116,6,236,602,138,83,140,251,-59,313,59,86,-87
90286,473,585,312,215,-67,246,129,331,11,-26,209,-177,0,-72,427,180,129,118,2,113,-18,174,623,150,72,122,215,-23,280,40,16,-101
90287,476,565,313,202,-87,265,108,307,24,-41,163,-182,-10,-74,427,130,120,135,-2,107,-35,89,638,176,83,88,202,67,353,81,55,-98
90288,514,559,294,188,-107,256,92,297,9,-46,124,-182,-20,-76,424,105,95,125,-5,100,-62,121,640,167,65,110,212,78,360,102,81,-111
90289,499,549,322,188,-104,223,71,289,2,-71,124,-168,-34,-83,377,87,91,95,-18,97,-81,73,621,149,48,77,157,55,331,61,49,-148
90290,503,546,327,180,-93,240,45,317,2,-62,106,-156,-56,-81,386,100,127,100,-6,91,-67,80,642,151,46,91,172,86,339,49,47,-149
90291,490,559,336,172,-103,231,53,329,9,-72,94,-157,-37,-71,389,124,133,95,-22,79,-69,103,619,130,32,99,194,34,307,42,58,-114
90292,506,590,355,195,-95,210,20,322,6,-84,109,-181,-48,-86,383,109,102,73,-36,85,-71,114,566,94,8,84,222,-146,235,21,86,-87
90293,485,535,332,209,-76,226,18,308,2,-52,104,-209,-68,-91,362,113,67,41,-59,63,-86,114,527,52,4,64,218,-203,180,-12,80,-91
90294,440,507,271,205,-77,175,9,276,21,-57,68,-232,-69,-71,351,93,66,18,-69,38,-121,127,546,31,-30,15,191,-96,203,-33,35,-108
90295,450,466,259,205,-85,149,-3,278,35,-73,49,-220,-54,-70,363,87,57,20,-73,0,-127,112,581,30,-58,-16,170,-50,230,-25,1,-114
90296,421,459,262,191,-127,217,-20,264,-1,-93,54,-224,-62,-88,327,69,25,33,-77,-20,-137,103,572,37,-58,-25,168,-7,236,-38,-10,-126
90297,382,461,262,177,-127,198,-22,288,10,-98,50,-182,-22,-74,339,74,85,76,-51,39,-109,126,613,76,-40,11,194,11,265,-16,49,-94
90298,425,494,325,195,-100,195,-15,344,21,-73,81,-156,5,-54,372,92,146,108,-21,46,-86,154,672,101,-30,43,234,58,302,1,68,-60
90299,497,527,389,224,-97,206,11,346,4,-49,104,-136,-25,-68,372,15,132,87,-55,66,-98,121,657,93,-53,28,205,115,301,-8,25,-77
90300,562,526,407,247,-69,248,20,353,8,-60,117,-148,-30,-66,371,-60,88,53,-77,65,-115,118,608,58,-64,-4,171,56,266,-36,8,-102
90301,581,544,416,253,-49,279,-8,355,22,-31,122,-168,-25,-74,368,-20,81,57,-80,54,-143,102,624,69,-59,-8,164,109,301,-23,11,-143
90302,524,542,377,238,-66,267,3,315,11,-40,128,-182,-62,-95,362,37,85,33,-102,36,-141,90,610,41,-66,-12,150,13,233,-71,-63,-218
90303,494,586,376,246,-62,277,41,330,0,-49,145,-159,-64,-95,383,103,101,45,-98,49,-87,116,591,44,-60,40,154,-31,203,-67,-35,-172
90304,518,630,418,269,-52,296,111,378,25,-38,149,-127,-20,-88,418,196,174,91,-66,91,-41,138,631,95,-16,71,208,41,225,-18,22,-128
90305,517,616,448,253,-61,282,133,355,24,-39,160,-98,-14,-89,420,206,182,107,-45,91,-27,153,650,104,-4,68,216,66,241,-16,22,-120
90306,535,631,448,251,-81,283,143,356,33,-28,185,-108,-25,-88,426,216,153,97,-52,84,-26,146,619,80,-13,67,221,-37,235,-27,35,-112
90307,551,647,438,258,-74,280,168,377,32,-55,203,-81,-14,-89,435,227,199,146,-39,110,1,169,658,129,13,98,244,25,281,33,82,-77
90308,561,662,458,249,-57,287,200,369,28,-28,208,-77,13,-66,463,205,238,181,13,147,45,237,721,191,73,147,279,146,357,99,143,-39
90309,591,639,456,260,-46,221,203,400,42,-31,234,-73,19,-50,469,217,232,166,27,161,68,192,716,202,96,167,301,123,358,99,158,-26
90310,588,632,469,255,-65,260,226,415,27,-38,249,-91,16,-36,476,232,229,156,20,155,66,162,691,184,90,186,302,101,356,127,150,-5
90311,555,614,470,255,-79,289,187,404,30,-49,229,-125,15,-50,454,245,257,148,12,155,67,213,680,180,82,176,322,104,380,173,179,-17
90312,549,617,478,252,-85,265,180,425,36,-57,200,-130,3,-51,450,265,257,171,18,154,79,173,700,198,101,203,319,139,419,192,180,-25
90313,584,645,493,266,-79,273,182,456,39,-54,197,-87,17,-45,456,268,273,192,24,160,60,184,714,209,103,202,291,159,416,172,181,-36
90314,603,653,509,283,-79,284,179,443,33,-61,203,-81,36,-37,445,266,292,172,42,144,33,180,756,207,90,177,277,215,421,130,162,-37
90315,571,643,488,250,-73,265,142,420,33,-63,177,-90,45,-53,440,226,272,184,18,112,0,109,755,204,75,147,277,229,420,129,167,-62
90316,590,678,495,262,-60,266,162,414,29,-47,200,-82,36,-81,439,239,249,187,15,111,17,166,762,198,67,142,280,214,414,144,143,-44
90317,603,721,504,271,-45,205,202,405,30,-50,224,-72,33,-65,445,243,257,187,4,115,15,175,760,181,45,113,259,192,411,139,115,-37
90318,609,719,487,279,-57,206,192,409,11,-55,206,-75,28,-82,431,218,251,197,14,94,-3,181,746,178,31,120,258,157,394,103,122,-32
90319,612,735,491,285,-41,287,198,416,25,-47,230,-73,28,-82,452,218,231,182,27,101,3,215,736,187,30,124,271,111,333,45,67,-50
90320,600,732,478,286,-43,279,217,431,33,-28,237,-71,48,-63,467,186,230,181,27,126,13,201,755,186,40,114,265,101,320,47,79,-68
90321,568,658,462,276,-52,281,204,416,29,-34,229,-95,44,-52,468,143,220,181,19,130,9,144,758,185,48,122,251,163,388,78,99,-76
90322,516,667,463,260,-38,297,205,419,34,-39,230,-87,42,-63,456,130,218,190,47,148,-14,162,745,210,80,118,221,197,381,67,95,-72
90323,431,641,410,252,-45,297,212,427,26,-21,245,-87,62,-61,474,141,250,203,59,164,2,155,777,233,105,141,227,261,425,88,120,-104
90324,464,688,413,285,-41,326,243,416,31,-16,267,-95,85,-60,475,171,264,214,51,187,29,193,789,258,97,167,287,292,457,112,155,-97
90325,536,718,435,270,-25,354,235,409,56,-19,280,-95,78,-67,496,202,242,209,66,162,28,178,770,251,104,181,299,237,406,95,129,-60
90326,582,687,457,262,-34,334,200,405,43,-29,259,-74,70,-49,481,215,242,220,65,155,36,165,761,249,123,180,286,133,385,86,86,-16
90327,638,715,468,272,-39,346,226,414,48,-20,271,-62,94,-38,486,260,248,229,74,184,54,189,768,275,155,179,297,167,375,88,85,-9
90328,640,720,487,269,-53,337,224,452,64,-19,246,-49,104,-40,475,272,319,227,82,183,67,210,786,274,137,195,317,177,372,54,110,-15
90329,629,708,498,286,-67,269,171,450,77,-50,186,-14,114,-43,466,247,303,283,81,182,67,229,800,300,144,195,325,219,391,69,116,-12
90330,620,699,470,296,-63,248,189,446,72,-74,187,-9,121,-50,443,247,247,272,81,176,39,208,781,278,125,172,325,199,373,52,85,-24
90331,595,717,478,286,-48,242,166,443,78,-78,185,-20,108,-53,428,253,203,219,65,148,29,176,752,259,90,170,303,180,385,69,106,-46
90332,570,706,469,277,-48,258,132,432,84,-80,163,-35,78,-52,417,233,154,237,48,126,15,186,736,262,74,149,272,155,364,55,100,-60
90333,568,708,471,282,-63,270,156,414,58,-75,171,-25,81,-71,429,235,208,232,22,108,2,176,742,243,49,144,307,188,346,54,111,-40
90334,545,661,435,255,-60,263,146,412,64,-54,207,-27,78,-76,438,225,260,248,28,119,27,185,801,271,65,148,320,332,422,127,164,12
90335,547,629,435,269,-45,280,156,421,68,-46,259,-47,70,-80,480,161,244,231,22,127,37,269,765,245,67,177,347,189,379,110,168,62
90336,547,637,445,285,-39,285,187,419,53,-28,272,-51,45,-60,459,132,205,217,18,117,28,295,665,186,40,144,331,-74,252,43,115,37
90337,558,635,437,231,-44,279,187,442,29,-38,241,-60,48,-71,436,164,216,208,8,105,3,221,680,188,34,110,300,-13,284,42,89,-3
90338,545,646,467,230,-64,202,157,421,53,-74,189,-57,62,-93,415,179,223,229,12,82,-22,181,719,205,28,92,291,80,363,87,141,9
90339,554,641,494,269,-37,280,173,437,65,-46,222,-24,72,-81,433,227,236,239,9,106,-4,213,765,227,49,119,305,140,420,131,203,17
90340,575,660,518,320,-25,336,209,462,55,-46,242,-13,62,-60,424,263,227,222,18,102,2,236,767,247,45,136,325,154,465,173,230,20
90341,602,687,520,341,-22,293,209,502,71,-57,221,-30,70,-48,418,244,212,225,36,89,-13,204,774,243,42,107,310,181,481,161,192,22
90342,582,698,483,317,-18,201,215,471,71,-59,197,-51,58,-67,403,215,208,194,3,69,-39,160,741,204,3,66,285,151,436,116,124,-6
90343,528,657,458,297,-49,276,193,460,51,-44,190,-64,29,-78,401,191,165,168,-26,53,-62,126,704,178,-8,59,238,92,376,59,100,-52
90344,490,575,425,279,-60,296,149,430,35,-66,164,-119,17,-73,395,138,131,156,-37,62,-77,119,696,168,3,59,212,125,404,75,95,-98
90345,497,597,463,313,-56,286,138,440,70,-58,161,-113,29,-56,397,125,178,180,-1,71,-71,106,721,193,5,65,201,159,415,75,74,-109
90346,520,611,473,317,-59,278,94,442,65,-60,159,-92,11,-54,376,93,175,167,10,60,-115,60,707,186,-8,18,147,129,388,47,13,-137
90347,488,586,396,240,-78,253,72,383,27,-89,123,-154,-14,-61,370,62,119,132,-11,37,-133,34,659,147,-15,8,131,75,361,28,-7,-142
90348,399,558,324,194,-98,245,49,328,27,-74,123,-213,-43,-72,370,63,103,83,-18,56,-121,48,622,136,-20,39,122,73,354,19,10,-156
90349,399,550,288,183,-103,248,46,322,34,-70,133,-269,-45,-73,373,72,101,43,-42,70,-104,57,606,126,-9,50,131,102,368,23,28,-163
90350,432,541,285,187,-93,232,33,296,28,-62,120,-283,-74,-66,373,46,64,36,-53,67,-113,47,592,95,-17,18,122,60,348,-23,-20,-188
90351,422,507,290,164,-104,209,14,286,22,-79,116,-273,-67,-83,380,-13,85,26,-68,50,-129,7,602,87,-33,25,107,79,357,-44,-48,-212
90352,395,516,274,155,-103,214,41,261,23,-61,151,-248,-49,-62,434,9,116,34,-51,72,-86,82,650,120,-3,60,151,158,409,14,15,-140
90353,369,511,245,152,-95,227,52,247,35,-58,160,-236,-59,-47,421,64,115,43,-40,87,-58,130,659,122,3,94,188,159,388,31,68,-85
90354,371,523,266,177,-87,252,76,277,31,-60,187,-204,-40,-69,434,124,135,70,-45,93,-48,134,669,129,14,114,237,107,384,52,87,-54
90355,373,568,294,192,-85,281,98,279,28,-54,174,-170,-30,-72,446,178,184,83,-44,96,-13,109,700,159,28,119,255,157,406,55,120,-26
90356,364,579,296,202,-90,265,98,292,24,-65,166,-168,-36,-55,439,204,186,105,-44,102,-6,99,716,156,35,124,271,208,427,74,121,-13
90357,380,590,310,172,-77,301,109,309,29,-73,153,-189,-47,-58,434,189,184,102,-37,83,-39,86,710,150,44,100,247,203,455,77,116,-20
90358,373,576,316,162,-95,296,117,301,10,-57,153,-207,-74,-54,408,166,172,74,-48,101,-40,68,700,127,35,101,221,118,405,44,80,-59
90359,370,508,318,160,-115,286,85,300,7,-70,110,-224,-66,-83,371,115,164,69,-60,80,-53,70,657,120,6,87,197,42,311,-18,34,-116
90360,410,483,311,174,-95,285,80,316,20,-67,111,-226,-55,-71,375,122,194,80,-44,87,-46,117,668,133,37,75,204,124,357,-4,51,-101
90361,401,456,300,177,-91,199,66,308,9,-78,106,-259,-66,-76,375,108,160,68,-55,74,-68,96,631,127,23,60,195,155,377,-5,22,-124
90362,380,466,287,175,-87,207,73,286,-6,-79,93,-287,-84,-89,352,124,80,48,-81,39,-87,89,627,112,-3,47,172,149,347,-29,5,-154
